print_order,d_mm,F_N
1,0.0,0.0
1,0.0287,1.7
1,0.0685,5.5
1,0.1095,10.1
1,0.1497,15.1
1,0.1901,20.2
1,0.2297,25.2
1,0.27,30.5
1,0.3106,36.0
1,0.3509,41.4
1,0.3907,46.9
1,0.43,52.2
1,0.4715,57.9
1,0.5115,63.4
1,0.5512,68.9
1,0.5908,74.3
1,0.6323,80.1
1,0.6716,85.5
1,0.7123,91.1
1,0.7525,96.7
1,0.7924,102.2
1,0.8324,107.7
1,0.8727,113.3
1,0.9132,118.8
1,0.9524,124.2
1,0.9936,129.9
1,1.0332,135.4
1,1.074,141.0
1,1.1135,146.4
1,1.1538,152.0
1,1.1936,157.5
1,1.2349,163.2
1,1.2744,168.7
1,1.3142,174.2
1,1.3546,179.8
1,1.3957,185.6
1,1.4352,191.0
1,1.4745,196.4
1,1.5165,202.2
1,1.5559,207.7
1,1.5962,213.3
1,1.6359,218.7
1,1.6766,224.3
1,1.7165,229.8
1,1.7569,235.3
1,1.7966,240.8
1,1.8366,246.3
1,1.8774,251.9
1,1.9173,257.3
1,1.9572,262.7
1,1.9974,268.2
1,2.0382,273.7
1,2.0776,279.0
1,2.1179,284.5
1,2.1582,290.0
1,2.1982,295.4
1,2.2382,300.8
1,2.2794,306.3
1,2.3191,311.6
1,2.3585,316.8
1,2.3995,322.3
1,2.4398,327.7
1,2.4802,333.0
1,2.5198,338.2
1,2.5602,343.6
1,2.6005,349.0
1,2.641,354.4
1,2.6807,359.6
1,2.7202,364.8
1,2.7612,370.2
1,2.8018,375.5
1,2.8412,380.7
1,2.8806,385.8
1,2.9224,391.3
1,2.9618,396.5
1,3.0022,401.8
1,3.0424,407.0
1,3.0826,412.1
1,3.1224,417.2
1,3.1625,422.3
1,3.2032,427.6
1,3.2425,432.7
1,3.2835,438.0
1,3.3234,443.2
1,3.3637,448.3
1,3.4035,453.3
1,3.4442,458.4
1,3.4836,463.3
1,3.525,468.6
1,3.5646,473.5
1,3.6046,478.4
1,3.6443,483.3
1,3.6855,488.4
1,3.7253,493.3
1,3.7644,498.1
1,3.8065,503.3
1,3.846,508.1
1,3.8861,513.0
1,3.9256,517.8
1,3.9667,522.8
1,4.0062,527.5
1,4.0469,532.5
1,4.0867,537.2
1,4.1269,541.9
1,4.1672,546.7
1,4.2074,551.5
1,4.247,556.1
1,4.2871,560.8
1,4.3283,565.5
1,4.3677,570.0
1,4.4079,574.5
1,4.4483,579.0
1,4.4884,583.6
1,4.5283,588.1
1,4.5693,592.7
1,4.6093,597.1
1,4.6486,601.3
1,4.6895,605.7
1,4.73,609.9
1,4.7699,614.0
1,4.8096,617.8
1,4.8505,621.7
1,4.8904,625.3
1,4.9308,629.0
1,4.9707,632.3
1,5.0106,635.5
1,5.0509,638.3
1,5.0916,640.5
1,5.1315,640.9
1,5.1619,157.0
2,0.0,0.2
2,0.0577,6.5
2,0.123,14.1
2,0.1878,22.3
2,0.2525,31.6
2,0.3167,41.1
2,0.3815,50.9
2,0.4469,60.8
2,0.5107,70.6
2,0.5756,80.6
2,0.6403,90.5
2,0.7048,100.4
2,0.7688,110.3
2,0.8339,120.4
2,0.8981,130.3
2,0.9633,140.5
2,1.0277,150.5
2,1.0923,160.6
2,1.1567,170.7
2,1.2216,180.7
2,1.2864,190.7
2,1.3515,200.9
2,1.4145,210.8
2,1.4797,221.0
2,1.5446,231.0
2,1.6093,241.0
2,1.6729,250.7
2,1.7385,260.9
2,1.8033,270.8
2,1.8679,280.9
2,1.9317,290.6
2,1.997,300.6
2,2.0617,310.5
2,2.1259,320.4
2,2.1902,330.2
2,2.2553,340.2
2,2.3201,350.0
2,2.384,359.6
2,2.4491,369.4
2,2.5134,379.1
2,2.5788,388.8
2,2.6428,398.4
2,2.7082,408.2
2,2.772,417.7
2,2.8368,427.3
2,2.901,436.8
2,2.9659,446.4
2,3.0299,455.8
2,3.0949,465.4
2,3.16,474.9
2,3.2248,484.4
2,3.2883,493.5
2,3.3539,503.0
2,3.4186,512.2
2,3.4823,521.5
2,3.5466,530.4
2,3.6116,539.6
2,3.6767,548.8
2,3.741,557.8
2,3.8052,566.7
2,3.8705,575.9
2,3.9351,584.7
2,3.9996,593.6
2,4.0644,602.4
2,4.1293,611.4
2,4.1931,620.0
2,4.2573,628.5
2,4.3228,637.2
2,4.3866,645.6
2,4.4522,654.3
2,4.516,662.6
2,4.5816,671.1
2,4.6452,679.2
2,4.7105,687.5
2,4.7749,695.6
2,4.8401,703.8
2,4.9029,711.4
2,4.9683,719.5
2,5.0335,727.4
2,5.0978,735.0
2,5.1618,742.4
2,5.2271,749.9
2,5.2919,757.1
2,5.3563,764.4
2,5.4206,771.5
2,5.4857,778.6
2,5.5506,785.3
2,5.614,791.8
2,5.6788,798.3
2,5.744,804.7
2,5.8083,810.9
2,5.8731,817.0
2,5.938,822.9
2,6.0026,828.5
2,6.0673,833.9
2,6.1313,839.0
2,6.1968,844.3
2,6.2598,848.9
2,6.3253,853.7
2,6.3896,858.1
2,6.4552,862.6
2,6.5183,866.4
2,6.584,870.6
2,6.6485,874.3
2,6.7131,877.8
2,6.777,881.2
2,6.8424,884.7
2,6.9074,887.8
2,6.971,890.6
2,7.0353,893.2
2,7.1004,895.8
2,7.1654,898.2
2,7.2295,900.4
2,7.2941,902.4
2,7.3593,904.3
2,7.4239,906.0
2,7.488,907.4
2,7.5531,908.8
2,7.6179,909.9
2,7.6816,910.7
2,7.7466,911.4
2,7.8113,911.8
2,7.8756,911.8
2,7.9405,911.7
2,8.0047,911.1
2,8.0703,910.6
2,8.1338,909.1
2,8.1994,907.5
2,8.2637,904.9
2,8.329,901.0
3,0.0,0.0
3,0.0261,0.5
3,0.0637,1.4
3,0.1006,3.2
3,0.1385,5.1
3,0.1743,7.1
3,0.2123,9.2
3,0.25,11.2
3,0.2868,13.3
3,0.3238,15.3
3,0.361,17.3
3,0.3984,19.4
3,0.435,21.4
3,0.4732,23.5
3,0.5098,25.5
3,0.5468,27.6
3,0.5842,29.7
3,0.6213,31.8
3,0.6583,33.9
3,0.695,36.0
3,0.7331,38.2
3,0.7709,40.3
3,0.8075,42.4
3,0.8445,44.5
3,0.8814,46.7
3,0.9187,48.8
3,0.9557,50.9
3,0.9932,53.0
3,1.0306,55.2
3,1.0677,57.3
3,1.105,59.4
3,1.1422,61.5
3,1.179,63.6
3,1.2153,65.7
3,1.2537,67.9
3,1.2914,70.0
3,1.3274,72.1
3,1.3654,74.2
3,1.4022,76.3
3,1.4399,78.5
3,1.4763,80.5
3,1.5135,82.7
3,1.551,84.8
3,1.5882,86.9
3,1.6256,89.0
3,1.6621,91.0
3,1.6997,93.2
3,1.7364,95.3
3,1.7746,97.5
3,1.8114,99.5
3,1.8483,101.6
3,1.8858,103.7
3,1.9227,105.8
3,1.9602,107.8
3,1.9962,109.8
3,2.0344,111.9
3,2.0721,114.0
3,2.1089,116.0
3,2.1458,118.0
3,2.1828,120.1
3,2.2201,122.2
3,2.2569,124.2
3,2.2949,126.3
3,2.3318,128.3
3,2.369,130.4
3,2.4066,132.4
3,2.4435,134.4
3,2.4803,136.4
3,2.5169,138.4
3,2.5552,140.4
3,2.5923,142.4
3,2.6293,144.4
3,2.6666,146.4
3,2.7034,148.3
3,2.741,150.3
3,2.7777,152.2
3,2.8149,154.1
3,2.8528,156.0
3,2.8895,157.8
3,2.9272,159.7
3,2.9642,161.6
3,3.0008,163.4
3,3.0376,165.2
3,3.0756,167.2
3,3.1131,169.2
3,3.1497,171.1
3,3.1873,173.0
3,3.224,174.9
3,3.2618,176.8
3,3.2975,178.7
3,3.3356,180.6
3,3.3733,182.5
3,3.4101,184.4
3,3.448,186.4
3,3.4844,188.3
3,3.5216,190.1
3,3.5584,191.9
3,3.5962,193.8
3,3.6331,195.6
3,3.6702,197.5
3,3.7076,199.3
3,3.7449,201.2
3,3.7823,203.0
3,3.8181,204.8
3,3.8563,206.6
3,3.8939,208.5
3,3.9309,210.2
3,3.9681,212.0
3,4.0048,213.7
3,4.0421,215.4
3,4.079,217.1
3,4.117,218.9
3,4.154,220.6
3,4.1908,222.2
3,4.2286,223.8
3,4.2656,225.4
3,4.3012,158.3
3,4.338,147.5
3,4.3757,143.4
3,4.4135,140.9
3,4.4506,139.0
3,4.4877,137.5
3,4.5248,136.3
3,4.5623,135.3
3,4.5987,134.4
3,4.6357,133.6
3,4.6734,132.9
3,4.7101,132.2
3,4.7482,131.6
3,4.7853,131.1
4,0.0,0.0
4,0.049,4.0
4,0.1114,12.1
4,0.1722,18.3
4,0.2345,24.6
4,0.2954,33.3
4,0.3568,42.4
4,0.4187,51.6
4,0.48,60.9
4,0.5418,70.3
4,0.6035,79.8
4,0.6637,89.0
4,0.7253,98.5
4,0.7882,108.3
4,0.8486,117.7
4,0.9117,127.6
4,0.9712,136.8
4,1.0335,146.7
4,1.0952,156.4
4,1.1564,165.9
4,1.2178,175.5
4,1.2801,185.3
4,1.3404,194.7
4,1.4022,204.4
4,1.4642,214.1
4,1.5254,223.6
4,1.5882,233.4
4,1.6477,242.6
4,1.7095,252.3
4,1.7706,261.8
4,1.8335,271.6
4,1.894,280.9
4,1.9564,290.6
4,2.0163,299.7
4,2.0788,309.4
4,2.1407,318.9
4,2.2016,328.2
4,2.2636,337.7
4,2.3246,346.9
4,2.3862,356.3
4,2.4474,365.6
4,2.5096,374.9
4,2.5707,384.1
4,2.6333,393.5
4,2.6928,402.3
4,2.755,411.6
4,2.8171,420.8
4,2.8786,429.9
4,2.9399,439.0
4,3.0011,447.9
4,3.0625,456.9
4,3.1246,466.0
4,3.1859,474.9
4,3.2468,483.7
4,3.3092,492.7
4,3.3696,501.4
4,3.4314,510.2
4,3.4934,519.1
4,3.5544,527.7
4,3.6167,536.5
4,3.6778,545.1
4,3.7384,553.5
4,3.8008,562.1
4,3.8625,570.6
4,3.9235,578.8
4,3.9859,587.4
4,4.0457,595.3
4,4.1082,603.7
4,4.1698,611.8
4,4.2309,619.8
4,4.2929,627.9
4,4.3543,635.7
4,4.4152,643.4
4,4.4766,651.1
4,4.5387,658.8
4,4.6,666.2
4,4.6627,673.7
4,4.7224,680.6
4,4.7843,687.7
4,4.8458,694.6
4,4.9078,701.4
4,4.9693,707.9
4,5.0306,714.3
4,5.091,720.2
4,5.1535,726.4
4,5.2154,732.2
4,5.2761,737.5
4,5.3388,743.1
4,5.3989,747.8
4,5.4611,752.9
4,5.5221,757.5
4,5.5842,762.2
4,5.6454,766.4
4,5.7075,770.8
4,5.7674,774.5
4,5.8296,778.5
4,5.8919,782.3
4,5.9529,785.8
4,6.0154,789.4
4,6.0752,792.4
4,6.1375,795.6
4,6.1993,798.6
4,6.2606,801.5
4,6.3216,804.1
4,6.3839,806.8
4,6.4439,808.9
4,6.5067,811.5
4,6.5676,813.6
4,6.6293,815.6
4,6.6919,817.6
4,6.7518,819.0
4,6.8135,820.7
4,6.8752,822.2
4,6.9371,823.5
4,6.9984,824.7
4,7.0601,825.8
4,7.1204,826.6
4,7.1828,827.4
4,7.2445,828.1
4,7.3055,828.6
4,7.3674,829.0
4,7.4287,829.1
4,7.49,829.2
4,7.5517,829.2
4,7.6134,829.1
4,7.675,828.6
4,7.7371,828.3
4,7.7971,827.5
4,7.8589,826.8
4,7.9213,825.9
5,0.0,0.0
5,0.0434,3.1
5,0.0997,8.8
5,0.1562,15.9
5,0.2124,20.5
5,0.2689,28.2
5,0.3254,36.4
5,0.3811,44.8
5,0.438,53.8
5,0.4944,62.8
5,0.5506,71.8
5,0.6065,80.8
5,0.6619,89.8
5,0.7189,99.1
5,0.7751,108.3
5,0.831,117.4
5,0.8879,126.7
5,0.9443,136.0
5,0.9998,145.2
5,1.0568,154.6
5,1.1122,163.8
5,1.1694,173.4
5,1.2265,182.9
5,1.2816,192.0
5,1.3374,201.3
5,1.3931,210.5
5,1.4502,220.1
5,1.506,229.4
5,1.5627,238.8
5,1.6191,248.2
5,1.6759,257.6
5,1.732,266.8
5,1.7875,276.0
5,1.844,285.3
5,1.9013,294.8
5,1.9573,304.0
5,2.0125,313.0
5,2.0685,322.1
5,2.1244,331.3
5,2.1821,340.7
5,2.2375,349.7
5,2.2938,358.9
5,2.3512,368.2
5,2.4067,377.1
5,2.4631,386.2
5,2.5191,395.2
5,2.5754,404.3
5,2.6328,413.5
5,2.6884,422.4
5,2.7432,431.1
5,2.7998,440.0
5,2.8564,449.0
5,2.9129,457.9
5,2.9692,466.8
5,3.0254,475.6
5,3.0817,484.4
5,3.1383,493.3
5,3.1941,501.9
5,3.2504,510.6
5,3.3073,519.5
5,3.3638,528.0
5,3.419,536.5
5,3.4753,545.0
5,3.5312,553.5
5,3.5876,562.0
5,3.6448,570.6
5,3.7003,578.9
5,3.7572,587.4
5,3.8135,595.6
5,3.869,603.7
5,3.9255,612.0
5,3.9822,620.2
5,4.0389,628.4
5,4.0947,636.3
5,4.1499,644.0
5,4.2063,651.9
5,4.2632,660.0
5,4.3188,667.6
5,4.3759,675.4
5,4.4322,683.1
5,4.4887,690.6
5,4.5447,698.0
5,4.6003,705.2
5,4.657,712.5
5,4.7139,719.8
5,4.7701,726.8
5,4.8254,733.5
5,4.8811,740.2
5,4.9381,746.9
5,4.9944,753.4
5,5.0506,759.8
5,5.1073,766.0
5,5.1634,772.0
5,5.2203,777.8
5,5.2758,783.3
5,5.3316,788.7
5,5.3892,794.2
5,5.4454,799.3
5,5.5006,804.0
5,5.5566,808.6
5,5.6121,812.9
5,5.6698,817.4
5,5.726,821.5
5,5.7816,825.3
5,5.8387,829.1
5,5.8948,832.6
5,5.9513,835.8
5,6.0069,838.9
5,6.0634,841.8
5,6.1206,844.7
5,6.1767,847.1
5,6.2323,849.1
5,6.2875,851.0
5,6.3443,852.8
5,6.4009,854.3
5,6.4572,855.7
5,6.5134,856.7
5,6.5702,857.6
5,6.626,858.1
5,6.6826,858.5
5,6.7382,858.6
5,6.7948,858.7
5,6.8525,858.6
5,6.9072,857.9
5,6.9634,857.2
5,7.0193,856.2
5,7.0758,855.1
5,7.1325,853.7
5,7.1887,851.9
5,7.2452,849.6
6,0.0,0.1
6,0.0484,5.1
6,0.1078,13.4
6,0.1692,18.7
6,0.2287,23.7
6,0.2885,33.7
6,0.3488,43.9
6,0.4092,54.4
6,0.4695,65.1
6,0.5304,76.0
6,0.5898,86.6
6,0.649,97.3
6,0.71,108.3
6,0.7705,119.2
6,0.8306,130.0
6,0.8901,140.8
6,0.9517,151.9
6,1.0104,162.4
6,1.0707,173.4
6,1.1318,184.5
6,1.1919,195.4
6,1.2514,206.0
6,1.3124,217.1
6,1.372,227.8
6,1.432,238.6
6,1.4919,249.5
6,1.5527,260.5
6,1.6132,271.2
6,1.6727,282.0
6,1.7341,293.0
6,1.7921,303.3
6,1.8537,314.4
6,1.9133,325.1
6,1.9742,336.0
6,2.0334,346.4
6,2.0951,357.5
6,2.1541,367.8
6,2.2136,378.4
6,2.2749,389.3
6,2.3351,399.9
6,2.3953,410.5
6,2.455,420.9
6,2.5163,431.7
6,2.5747,441.7
6,2.6354,452.4
6,2.6959,462.9
6,2.7564,473.3
6,2.8164,483.6
6,2.8772,494.0
6,2.9359,504.0
6,2.9965,514.3
6,3.0571,524.6
6,3.1172,534.7
6,3.177,544.8
6,3.2383,555.1
6,3.2979,565.2
6,3.3572,575.1
6,3.4182,585.3
6,3.4785,595.3
6,3.5386,605.1
6,3.598,614.7
6,3.6598,624.8
6,3.7184,634.2
6,3.7788,644.0
6,3.839,653.6
6,3.9,663.3
6,3.9594,672.5
6,4.0209,682.2
6,4.0796,691.2
6,4.14,700.5
6,4.2001,709.6
6,4.2608,718.8
6,4.3206,727.7
6,4.3807,736.5
6,4.4422,745.5
6,4.4999,753.6
6,4.562,762.5
6,4.6214,770.7
6,4.6821,779.1
6,4.7415,787.0
6,4.8029,795.2
6,4.8621,802.7
6,4.9218,810.2
6,4.9824,817.7
6,5.0432,825.0
6,5.1032,832.0
6,5.1628,838.7
6,5.2238,845.5
6,5.2825,851.5
6,5.3436,858.0
6,5.4039,863.9
6,5.4636,869.6
6,5.5243,875.1
6,5.5851,880.5
6,5.644,885.3
6,5.7044,890.1
6,5.7651,894.9
6,5.8253,899.3
6,5.885,903.4
6,5.9463,907.5
6,6.0061,911.2
6,6.0647,914.5
6,6.1256,918.0
6,6.1864,921.2
6,6.2465,924.2
6,6.3061,926.8
6,6.367,929.6
6,6.4264,931.8
6,6.4867,934.2
6,6.547,936.4
6,6.6073,938.3
6,6.6674,940.0
6,6.7286,941.8
6,6.7875,942.9
6,6.8479,944.1
6,6.908,945.2
6,6.9685,946.3
6,7.0284,947.0
6,7.0888,947.6
6,7.1501,948.3
6,7.2082,948.3
6,7.2693,948.7
6,7.3296,948.6
6,7.3902,948.6
6,7.4493,948.2
6,7.5104,948.0
6,7.5702,947.2
6,7.6295,946.3
6,7.6905,945.4
6,7.751,944.1
7,0.0,0.0
7,0.0508,3.2
7,0.1158,8.6
7,0.1788,13.7
7,0.2439,18.8
7,0.3067,19.6
7,0.3714,24.0
7,0.4353,30.3
7,0.5003,36.7
7,0.5624,42.9
7,0.627,49.4
7,0.6913,56.1
7,0.7555,62.9
7,0.8191,69.6
7,0.8832,76.4
7,0.9475,83.3
7,1.0108,90.0
7,1.0758,96.9
7,1.1377,103.4
7,1.2024,110.4
7,1.2668,117.2
7,1.3314,124.1
7,1.3938,130.7
7,1.4588,137.6
7,1.5227,144.4
7,1.5865,151.1
7,1.6509,157.9
7,1.7144,164.6
7,1.7786,171.4
7,1.8425,178.0
7,1.9071,184.9
7,1.9698,191.3
7,2.0344,198.1
7,2.0982,204.6
7,2.1623,211.3
7,2.2253,217.7
7,2.2901,224.3
7,2.3542,230.8
7,2.4178,237.2
7,2.4827,243.8
7,2.5454,250.0
7,2.6097,256.4
7,2.6742,262.8
7,2.7383,269.1
7,2.8013,275.2
7,2.8657,281.5
7,2.9303,287.8
7,2.9939,293.9
7,3.0579,300.1
7,3.121,306.1
7,3.1852,312.2
7,3.2495,318.3
7,3.3141,324.4
7,3.3767,330.2
7,3.4409,336.1
7,3.5055,342.0
7,3.5696,347.9
7,3.6329,353.5
7,3.6971,359.2
7,3.7615,364.8
7,3.825,370.3
7,3.8897,375.9
7,3.9531,381.2
7,4.0169,386.6
7,4.0815,392.0
7,4.1455,397.2
7,4.2079,402.2
7,4.2724,407.4
7,4.3371,412.5
7,4.4001,417.3
7,4.4646,422.1
7,4.5284,426.9
7,4.5928,431.7
7,4.6565,436.4
7,4.7211,441.2
7,4.7841,445.6
7,4.8483,450.1
7,4.9128,454.5
7,4.977,458.8
7,5.0399,462.8
7,5.1043,466.9
7,5.1684,470.8
7,5.2315,474.5
7,5.2965,478.4
7,5.3594,481.8
7,5.4243,485.4
7,5.4878,488.7
7,5.5531,492.0
7,5.6151,494.8
7,5.6795,497.8
7,5.7444,500.7
7,5.8077,503.2
7,5.8716,505.6
7,5.9357,507.9
7,6.0003,510.2
7,6.0638,512.1
7,6.1289,514.1
7,6.1904,515.6
7,6.2553,517.3
7,6.3193,518.8
7,6.3841,520.4
7,6.4467,521.5
7,6.5108,522.8
7,6.5759,524.2
7,6.6389,525.1
7,6.7035,526.3
7,6.767,527.2
7,6.8315,528.2
7,6.895,528.9
7,6.9607,529.9
7,7.0222,530.3
7,7.0873,531.1
7,7.1516,531.7
7,7.2148,532.2
7,7.2784,532.6
7,7.3424,533.0
7,7.4072,533.4
7,7.4704,533.5
7,7.5352,533.8
7,7.598,533.8
7,7.6628,533.9
7,7.7264,533.9
7,7.7916,534.0
7,7.8536,533.7
7,7.9185,533.8
7,7.9828,533.7
7,8.0467,533.5
7,8.1104,533.2
7,8.1744,533.0
7,8.2392,532.8
8,0.0,0.1
8,0.0507,5.7
8,0.1119,15.9
8,0.1758,19.9
8,0.239,27.7
8,0.3013,38.6
8,0.3652,49.7
8,0.4269,60.7
8,0.4897,71.9
8,0.554,83.5
8,0.6159,94.6
8,0.6793,106.0
8,0.7416,117.3
8,0.8045,128.7
8,0.8677,140.1
8,0.9311,151.6
8,0.9932,162.8
8,1.056,174.3
8,1.1193,185.8
8,1.1825,197.2
8,1.2449,208.6
8,1.3076,219.8
8,1.3707,231.4
8,1.4337,242.7
8,1.4964,254.0
8,1.5606,265.7
8,1.621,276.4
8,1.6855,288.2
8,1.7481,299.5
8,1.8107,310.8
8,1.8752,322.4
8,1.936,333.2
8,1.9992,344.6
8,2.0632,356.1
8,2.125,367.0
8,2.189,378.4
8,2.2505,389.3
8,2.3143,400.6
8,2.377,411.7
8,2.4403,422.8
8,2.503,433.8
8,2.5651,444.6
8,2.6285,455.7
8,2.6917,466.6
8,2.7548,477.5
8,2.8172,488.1
8,2.8799,499.0
8,2.9438,509.9
8,3.0059,520.5
8,3.0698,531.4
8,3.1313,541.7
8,3.1947,552.5
8,3.258,563.1
8,3.3204,573.5
8,3.3847,584.4
8,3.4451,594.2
8,3.5092,604.9
8,3.5724,615.3
8,3.6346,625.5
8,3.6987,635.9
8,3.7602,645.8
8,3.823,655.9
8,3.8875,666.3
8,3.949,676.0
8,4.0124,686.0
8,4.0748,695.8
8,4.138,705.6
8,4.2009,715.3
8,4.2647,725.1
8,4.3264,734.4
8,4.3896,743.9
8,4.4527,753.3
8,4.5158,762.6
8,4.5786,771.8
8,4.6409,780.7
8,4.7041,789.8
8,4.767,798.8
8,4.8299,807.5
8,4.8939,816.4
8,4.9545,824.4
8,5.0189,833.1
8,5.0815,841.3
8,5.144,849.3
8,5.2081,857.4
8,5.2693,864.7
8,5.3325,872.3
8,5.3966,879.8
8,5.4584,886.7
8,5.5226,893.9
8,5.5841,900.4
8,5.6477,907.1
8,5.7108,913.5
8,5.7737,919.6
8,5.8362,925.5
8,5.8991,931.2
8,5.9622,936.8
8,6.0249,942.1
8,6.0888,947.4
8,6.1505,952.0
8,6.2131,956.6
8,6.2771,961.2
8,6.3394,965.3
8,6.403,969.5
8,6.4649,973.0
8,6.5279,976.6
8,6.5911,980.1
8,6.6537,983.2
8,6.7179,986.5
8,6.7784,988.8
8,6.8425,991.7
8,6.9055,994.1
8,6.968,996.4
8,7.0318,998.5
8,7.0935,1000.3
8,7.1564,1002.0
8,7.2205,1003.7
8,7.2825,1004.8
8,7.3457,1006.0
8,7.4081,1006.7
8,7.4717,1007.5
8,7.5339,1007.9
8,7.5983,1008.4
8,7.6598,1008.1
8,7.7229,1008.0
8,7.786,1007.5
8,7.849,1006.8
8,7.9119,1005.9
8,7.9742,1004.4
8,8.0372,1003.0
8,8.1009,1001.1
9,0.0,0.1
9,0.0489,3.6
9,0.1097,10.7
9,0.1691,17.8
9,0.2295,20.0
9,0.2897,22.7
9,0.35,30.1
9,0.4092,37.5
9,0.4708,45.2
9,0.5289,52.4
9,0.5902,60.2
9,0.6502,67.7
9,0.7104,75.4
9,0.7702,82.9
9,0.8307,90.6
9,0.8906,98.2
9,0.9494,105.6
9,1.0101,113.4
9,1.0707,121.0
9,1.1305,128.6
9,1.1911,136.3
9,1.2518,144.1
9,1.3104,151.5
9,1.3707,159.2
9,1.4307,166.8
9,1.4913,174.5
9,1.5509,182.0
9,1.6114,189.6
9,1.6713,197.2
9,1.7303,204.6
9,1.7914,212.3
9,1.8519,219.9
9,1.9116,227.4
9,1.9715,234.9
9,2.0324,242.5
9,2.0912,249.7
9,2.1514,257.2
9,2.2113,264.7
9,2.2723,272.2
9,2.3314,279.4
9,2.3931,287.1
9,2.4523,294.3
9,2.5117,301.5
9,2.5722,309.0
9,2.6322,316.2
9,2.6928,323.6
9,2.7517,330.7
9,2.8137,338.2
9,2.8717,345.1
9,2.9319,352.3
9,2.9927,359.5
9,3.0533,366.7
9,3.113,373.7
9,3.1733,380.8
9,3.2334,387.8
9,3.2921,394.6
9,3.3531,401.7
9,3.4127,408.5
9,3.4735,415.6
9,3.5322,422.2
9,3.5946,429.3
9,3.6531,435.8
9,3.7132,442.6
9,3.7738,449.4
9,3.8335,456.0
9,3.8939,462.8
9,3.9536,469.3
9,4.0141,475.9
9,4.0727,482.1
9,4.1331,488.7
9,4.1946,495.3
9,4.2544,501.6
9,4.3141,507.8
9,4.3752,514.3
9,4.4338,520.3
9,4.4939,526.5
9,4.5541,532.6
9,4.6143,538.7
9,4.6744,544.7
9,4.7344,550.7
9,4.7955,556.7
9,4.8543,562.3
9,4.9148,568.2
9,4.975,573.9
9,5.0351,579.5
9,5.0948,585.0
9,5.156,590.7
9,5.2146,595.8
9,5.2743,601.1
9,5.3345,606.3
9,5.3959,611.6
9,5.4556,616.6
9,5.5158,621.5
9,5.5761,626.4
9,5.6348,631.0
9,5.6957,635.7
9,5.7558,640.2
9,5.8161,644.6
9,5.8753,648.7
9,5.9368,653.0
9,5.9959,656.8
9,6.056,660.7
9,6.1157,664.3
9,6.1765,668.0
9,6.2364,671.3
9,6.2962,674.5
9,6.3572,677.6
9,6.4154,680.3
9,6.4766,683.1
9,6.536,685.6
9,6.5977,688.0
9,6.6566,690.0
9,6.718,692.2
9,6.777,693.8
9,6.8361,695.3
9,6.8973,696.8
9,6.9567,698.0
9,7.0173,699.1
9,7.0768,699.8
9,7.1378,700.5
9,7.1968,700.7
9,7.2574,700.9
9,7.3178,700.8
9,7.378,700.5
9,7.4377,699.8
9,7.4985,699.1
9,7.5576,697.9
9,7.6168,696.5
9,7.6777,695.2
9,7.7385,693.5
10,0.0,0.1
10,0.0574,4.7
10,0.1257,12.9
10,0.1955,21.7
10,0.2634,30.5
10,0.3317,39.7
10,0.402,49.3
10,0.4698,58.6
10,0.5384,68.1
10,0.6078,77.8
10,0.6758,87.2
10,0.7447,96.9
10,0.8143,106.7
10,0.8828,116.2
10,0.9516,125.8
10,1.0202,135.4
10,1.0889,145.0
10,1.1585,154.8
10,1.2268,164.3
10,1.2959,174.0
10,1.3647,183.7
10,1.4329,193.2
10,1.502,202.9
10,1.5711,212.6
10,1.6392,222.2
10,1.7088,231.8
10,1.7771,241.3
10,1.8449,250.6
10,1.9147,260.2
10,1.9836,269.8
10,2.0515,279.1
10,2.1213,288.7
10,2.1892,298.0
10,2.2577,307.3
10,2.3278,316.8
10,2.396,326.1
10,2.4645,335.3
10,2.5336,344.7
10,2.6022,353.8
10,2.671,363.0
10,2.7403,372.2
10,2.8089,381.2
10,2.8779,390.3
10,2.9461,399.3
10,3.0151,408.4
10,3.0848,417.6
10,3.1529,426.4
10,3.2219,435.3
10,3.2908,444.2
10,3.3589,452.9
10,3.4279,461.8
10,3.4973,470.6
10,3.5652,479.1
10,3.6346,487.8
10,3.7033,496.4
10,3.7707,504.7
10,3.8406,513.4
10,3.9096,521.9
10,3.9775,530.1
10,4.0471,538.6
10,4.1154,546.8
10,4.1836,554.9
10,4.2538,563.3
10,4.3222,571.3
10,4.3905,579.4
10,4.4597,587.5
10,4.5281,595.4
10,4.5968,603.2
10,4.6663,611.2
10,4.7349,619.0
10,4.804,626.7
10,4.8724,634.3
10,4.9411,641.9
10,5.0105,649.5
10,5.0791,656.9
10,5.1476,664.3
10,5.2167,671.5
10,5.2847,678.6
10,5.3536,685.6
10,5.4232,692.6
10,5.4912,699.5
10,5.5604,706.3
10,5.6289,712.8
10,5.6969,719.2
10,5.7662,725.6
10,5.8354,731.9
10,5.9037,738.0
10,5.9728,744.1
10,6.0415,750.1
10,6.1099,755.8
10,6.1796,761.4
10,6.2481,766.8
10,6.317,772.1
10,6.3857,777.1
10,6.4544,782.1
10,6.5234,786.9
10,6.5924,791.5
10,6.6612,796.0
10,6.7301,800.4
10,6.7986,804.5
10,6.8672,808.5
10,6.9367,812.4
10,7.0051,816.0
10,7.0738,819.6
10,7.1426,823.1
10,7.2107,826.3
10,7.2799,829.6
10,7.3488,832.6
10,7.4172,835.4
10,7.4864,838.1
10,7.5544,840.6
