s,m/s2
0.02970000,0.159887030720711
0.02980000,0.153823897242546
0.02990000,0.159550189971924
0.03000000,0.158651947975159
0.03010000,0.158764228224754
0.03020000,0.154273018240929
0.03030000,0.153374776244164
0.03040000,0.161346673965454
0.03050000,0.151466012001038
0.03060000,0.155508100986481
0.03070000,0.148209884762764
0.03080000,0.158988788723946
0.03090000,0.156406342983246
0.03100000,0.155508100986481
0.03110000,0.155395820736885
0.03120000,0.151802852749825
0.03130000,0.155395820736885
0.03140000,0.155844941735268
0.03150000,0.154946699738502
0.03160000,0.155508100986481
0.03170000,0.153487056493759
0.03180000,0.156069502234459
0.03190000,0.157192304730415
0.03200000,0.15708002448082
0.03210000,0.155620381236076
0.03220000,0.150567770004272
0.03230000,0.154946699738502
0.03240000,0.154834419488907
0.03250000,0.153037935495377
0.03260000,0.15809054672718
0.03270000,0.151578292250633
0.03280000,0.159999310970306
0.03290000,0.158764228224754
0.03300000,0.161683514714241
0.03310000,0.156855463981628
0.03320000,0.15371161699295
0.03330000,0.156967744231224
0.03340000,0.160560712218285
0.03350000,0.155844941735268
0.03360000,0.158988788723946
0.03370000,0.153487056493759
0.03380000,0.148659005761147
0.03390000,0.152139693498611
0.03400000,0.151129171252251
0.03410000,0.160785272717476
0.03420000,0.156630903482437
0.03430000,0.154946699738502
0.03440000,0.158651947975159
0.03450000,0.162244915962219
0.03460000,0.154834419488907
0.03470000,0.156518623232842
0.03480000,0.160785272717476
0.03490000,0.157865986227989
0.03500000,0.163030877709389
0.03510000,0.154946699738502
0.03520000,0.158427387475967
0.03530000,0.156181782484055
0.03540000,0.154946699738502
0.03550000,0.155844941735268
0.03560000,0.160897552967072
0.03570000,0.158764228224754
0.03580000,0.154609858989716
0.03590000,0.156743183732033
0.03600000,0.15629406273365
0.03610000,0.159101068973541
0.03620000,0.159550189971924
0.03630000,0.155508100986481
0.03640000,0.162132635712624
0.03650000,0.15629406273365
0.03660000,0.162132635712624
0.03670000,0.159550189971924
0.03680000,0.162581756711006
0.03690000,0.15629406273365
0.03700000,0.155844941735268
0.03710000,0.154722139239311
0.03720000,0.16325543820858
0.03730000,0.158539667725563
0.03740000,0.159550189971924
0.03750000,0.156855463981628
0.03760000,0.159325629472733
0.03770000,0.161346673965454
0.03780000,0.160111591219902
0.03790000,0.153374776244164
0.03800000,0.157416865229607
0.03810000,0.157529145479202
0.03820000,0.157529145479202
0.03830000,0.161122113466263
0.03840000,0.160448431968689
0.03850000,0.163592278957367
0.03860000,0.158202826976776
0.03870000,0.154273018240929
0.03880000,0.164827361702919
0.03890000,0.153487056493759
0.03900000,0.159213349223137
0.03910000,0.160560712218285
0.03920000,0.156518623232842
0.03930000,0.159101068973541
0.03940000,0.16325543820858
0.03950000,0.158988788723946
0.03960000,0.161122113466263
0.03970000,0.157529145479202
0.03980000,0.157416865229607
0.03990000,0.160448431968689
0.04000000,0.161122113466263
0.04010000,0.157753705978394
0.04020000,0.157641425728798
0.04030000,0.159550189971924
0.04040000,0.160223871469498
0.04050000,0.158764228224754
0.04060000,0.16404139995575
0.04070000,0.16145895421505
0.04080000,0.162132635712624
0.04090000,0.154160737991333
0.04100000,0.161795794963837
0.04110000,0.16067299246788
0.04120000,0.158427387475967
0.04130000,0.153374776244164
0.04140000,0.154048457741737
0.04150000,0.164490520954132
0.04160000,0.159774750471115
0.04170000,0.161122113466263
0.04180000,0.159550189971924
0.04190000,0.16067299246788
