param,kernel,ls_bounds,acquisition,kappa,noise,b_rec,H_rec,pred_strw,gt_strw,gt_sig,dist_to_strong,in_strong_zone,gt_above_30,length_scales
dH_R,rbf,tight,ucb,3.0,2.818553756278192e-05,7.929,21.322,26.17,28.83,0.1591,0.5184,False,False,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ucb,3.0,0.0001,7.966,21.343,26.17,28.82,0.1606,0.5234,False,False,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ucb,3.0,0.0003,7.744,21.401,26.14,28.78,0.1532,0.5071,False,False,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ucb,3.0,0.001,7.938,21.128,26.3,28.92,0.156,0.5062,False,False,"[np.float64(0.1), np.float64(0.1)]"
dH_R,rbf,tight,ucb,3.0,0.003,7.96,21.378,25.68,28.8,0.1604,0.5253,False,False,"[np.float64(0.1), np.float64(0.126)]"
dH_R,rbf,loose,ei,,2.818553756278192e-05,6.973,17.194,34.94,30.45,0.0443,0.2052,False,True,"[np.float64(0.05), np.float64(1.491)]"
dH_R,rbf,loose,ei,,0.0001,7.918,16.879,35.07,30.25,0.1236,0.3399,False,True,"[np.float64(0.05), np.float64(1.7)]"
dH_R,rbf,loose,ei,,0.0003,6.992,17.183,34.94,30.45,0.0463,0.2078,False,True,"[np.float64(0.05), np.float64(3.665)]"
dH_R,rbf,loose,ei,,0.001,7.858,16.883,34.88,30.28,0.1192,0.3314,False,True,"[np.float64(0.05), np.float64(10.0)]"
dH_R,rbf,loose,ei,,0.003,7.831,16.403,33.63,30.26,0.1127,0.3322,False,True,"[np.float64(0.081), np.float64(0.123)]"
dH_R,rbf,loose,ucb,1.0,2.818553756278192e-05,1.009,15.705,29.45,27.66,0.1197,0.1859,False,False,"[np.float64(0.05), np.float64(1.491)]"
dH_R,rbf,loose,ucb,1.0,0.0001,1.921,14.533,29.6,28.54,0.1156,0.1328,True,False,"[np.float64(0.05), np.float64(1.7)]"
dH_R,rbf,loose,ucb,1.0,0.0003,2.007,14.476,30.05,28.36,0.1112,0.1331,True,False,"[np.float64(0.05), np.float64(3.665)]"
dH_R,rbf,loose,ucb,1.0,0.001,1.628,14.871,29.45,29.62,0.1203,0.1323,True,False,"[np.float64(0.05), np.float64(10.0)]"
dH_R,rbf,loose,ucb,1.0,0.003,7.959,16.366,33.51,30.18,0.1184,0.3508,False,True,"[np.float64(0.081), np.float64(0.123)]"
dH_R,rbf,loose,ucb,2.0,2.818553756278192e-05,1.205,13.885,26.81,24.67,0.1694,0.2389,False,False,"[np.float64(0.05), np.float64(1.491)]"
dH_R,rbf,loose,ucb,2.0,0.0001,4.394,12.7,29.58,30.92,0.0696,0.0596,True,True,"[np.float64(0.05), np.float64(1.7)]"
dH_R,rbf,loose,ucb,2.0,0.0003,5.773,12.043,30.03,31.88,0.1161,0.2127,False,True,"[np.float64(0.05), np.float64(3.665)]"
dH_R,rbf,loose,ucb,2.0,0.001,4.027,12.929,29.44,29.81,0.0827,0.0866,True,False,"[np.float64(0.05), np.float64(10.0)]"
dH_R,rbf,loose,ucb,2.0,0.003,7.879,16.317,33.48,30.2,0.1116,0.3403,False,True,"[np.float64(0.081), np.float64(0.123)]"
dH_R,rbf,loose,ucb,3.0,2.818553756278192e-05,2.417,12.417,26.39,23.2,0.1057,0.2685,False,False,"[np.float64(0.05), np.float64(1.491)]"
dH_R,rbf,loose,ucb,3.0,0.0001,2.211,12.608,26.39,22.59,0.1052,0.2962,False,False,"[np.float64(0.05), np.float64(1.7)]"
dH_R,rbf,loose,ucb,3.0,0.0003,2.768,12.127,26.39,24.67,0.1074,0.2167,False,False,"[np.float64(0.05), np.float64(3.665)]"
dH_R,rbf,loose,ucb,3.0,0.001,1.075,13.975,26.39,24.97,0.1776,0.2457,False,False,"[np.float64(0.05), np.float64(10.0)]"
dH_R,rbf,loose,ucb,3.0,0.003,7.984,16.33,33.43,30.15,0.1182,0.3548,False,True,"[np.float64(0.081), np.float64(0.123)]"
